business_id,business_name,business_age_years,industry,location_tier,num_employees,gst_filing_rate,avg_monthly_revenue,revenue_growth_6m,cash_flow_volatility,upi_txn_volume_monthly,vendor_payment_delay_days,utility_payment_ontime_rate,bank_balance_avg,loan_amount,loan_tenure_months,interest_rate,previous_loans_count,previous_default_count,default
6c36e1ef,"Oommen, Rajan and Kale",15,Manufacturing,Tier2,29,0.44960480697541216,2378832.6928214007,0.18522228750804615,0.12932755799280377,3970,26,0.6221694370138919,585714.8163497638,2051576,12,19.721128063616035,0,2,1
da327fbe,Dyal-Yadav,5,Food,Tier1,166,0.7668266896092395,952527.3746476027,0.42102067127160725,0.7720863629244229,4875,38,0.5451750763220164,1118935.2248422056,2822750,36,20.960690885045146,2,2,1
5abce068,"Tailor, Subramaniam and Kade",11,Technology,Tier2,121,0.7692240460815472,3005810.751826265,-0.010331679891834367,0.48329538382021564,1431,52,0.8096848466912001,1220784.127858218,2629613,12,13.076174841308386,2,1,0
750fd27d,"Swamy, Sangha and Lall",10,Services,Tier2,90,0.9307918675003202,3481004.2672083257,-0.20199926577974592,0.7888152458316868,4275,39,0.7617195851346754,421453.6908078021,101215,36,18.837681335189032,2,1,0
ab49895a,"Sathe, Vora and Chander",2,Manufacturing,Tier3,133,0.3111619805173176,2368754.6296001137,0.18762729724147065,0.7921351773958553,468,51,0.5298322039852301,604406.7982168489,346080,24,10.594893831286576,3,1,1
6ca392c0,"Bhakta, Barad and Dada",3,Food,Tier2,148,0.8971284634815568,533629.6900315838,0.42630662730087787,0.3354217923632388,394,36,0.9304628852798147,223940.48705001108,2078709,48,15.171995521698829,1,0,0
1d43452c,Shetty PLC,12,Construction,Tier3,78,0.6647015210638498,2369774.922988587,-0.35113004129293446,0.05391167342685113,140,66,0.6763975690426811,20525.12070039338,2163574,60,23.04576603931963,3,1,1
f9bfde4e,"Ravi, Maharaj and Bava",5,Technology,Tier2,109,0.7349114624204691,453198.362935282,0.19695121716073571,0.8701211097123066,2461,18,0.47623193397499985,486541.39664696564,3923633,36,13.557640020724872,4,1,1
77f85008,Saini Inc,5,Technology,Tier3,14,0.3639600083929903,3426523.4797573434,0.2431737953393419,0.7346252237776162,2276,33,0.5277793528549493,1036844.6881196838,1357023,24,10.890642637117477,2,2,1
65a1a821,Dutt LLC,6,Construction,Tier1,136,0.6028304530104319,3962322.713082183,0.2023670393482796,0.146526761141124,605,77,0.7239103378782072,1430058.546255713,3368132,60,10.765260789608561,0,1,0
0c929c6c,"Bath, Rout and Sule",9,Food,Tier3,48,0.45911168506696665,4813782.619773843,0.2500336842370485,0.6815543306027911,623,84,0.603054409873357,1589183.6539329442,2821282,36,14.602792836863667,2,0,0
94d95341,Bora-Rama,2,Technology,Tier3,141,0.47795752105775635,786570.4302858593,0.23137530760415448,0.06802094180199254,1581,65,0.910733161956681,148834.26186591777,139181,24,11.990232889614347,3,2,0
a20f9cd4,Arora-Gaba,12,Manufacturing,Tier3,24,0.6528665802732192,2685480.6608898556,-0.269596115019651,0.07498316229862864,3774,9,0.6968412444413021,552101.6442322938,539270,60,15.11727246177686,1,2,0
5e5aeb0b,"Vyas, Murthy and Bhalla",3,Food,Tier1,79,0.8687191652821786,2859309.9693003222,-0.16506322305108467,0.5232409156380582,2930,51,0.9491768802606422,1542745.7176959123,3901029,12,19.64272841023459,3,1,0
ca8ef037,Warrior-Sawhney,12,Food,Tier1,193,0.8206466511013992,4616258.84221585,0.21899400528901014,0.13643368631271197,13,41,0.46109588856301287,966929.0610866388,4131982,48,22.266476362667238,2,2,1
ed9ef045,"Gupta, Sidhu and Bhandari",17,Services,Tier2,162,0.7136999713601677,3155019.3709527454,-0.38230683886322925,0.9179028702364269,1208,59,0.8011558797968549,372552.1047798379,2903406,48,10.207581237391706,1,2,1
c2c83896,Jaggi-Kale,10,Technology,Tier1,51,0.6775927349274269,770272.7459443394,0.23474451872324442,0.8544481039852362,1726,80,0.9314709114116134,790505.8757140174,191814,12,20.410327866178427,0,1,0
a706b0b8,Singhal-Nayar,14,Technology,Tier1,3,0.599114230264143,2209939.0536177866,0.26538662378503197,0.6348308281230963,598,1,0.5757582853343322,547368.0398909124,2685220,48,10.10394441041941,3,1,0
2008e1ba,Rout LLC,17,Construction,Tier1,128,0.9808969814929704,3291074.51610594,-0.16082524013834154,0.10733807375448196,3765,0,0.48141255778917286,110800.4754558995,4904686,48,14.381231220608775,3,0,1
d2bc8db7,Nanda-Badami,18,Services,Tier2,119,0.6921347879639632,3516407.938743022,0.19813282975313962,0.34235173202635855,610,49,0.6739868427869189,1529618.0197401561,4033491,36,23.946495119988953,4,0,0
03d6047c,"Hayre, Batta and Ramaswamy",19,Services,Tier2,58,0.47777647881855545,4322216.2930233395,0.1340900607237645,0.38455069811543946,1474,35,0.9768005357965704,590470.3852311159,331590,24,9.564504932104239,1,1,1
33ad7ac0,Pant Group,17,Technology,Tier1,125,0.4610635544280277,943510.2432297659,-0.13930845184688623,0.4827918522458296,1700,21,0.7800771553019923,1890811.3425867886,2976958,12,8.854656015042757,3,2,1
deabe2e0,Menon-Nazareth,14,Food,Tier1,113,0.7279471215425992,4760133.626439718,0.0629740118747546,0.20201258660580695,1311,81,0.7863861826181435,1777368.830487577,1065782,24,13.671554334948663,4,0,0
a4b2bb7e,Sanghvi PLC,9,Services,Tier2,55,0.66597926911765,342740.08947718167,0.5096245294121815,0.5697604785174764,1692,35,0.8029007527183532,1435392.185665079,2701759,48,23.242372851710982,0,0,1
9a4d1252,Wali LLC,8,Construction,Tier2,119,0.30538846206829895,4919622.566116065,0.026602780459882847,0.44219358311830087,3988,2,0.42385682535627456,660002.4305803546,1079715,24,8.810595115427581,3,1,0
f4ca3b5b,"Sahota, Singh and Kakar",2,Services,Tier1,120,0.8810457605370454,4295947.1096887225,0.22984417687950165,0.9025672670535726,3731,43,0.6673898807946355,567047.8698352899,703475,60,11.952028455017217,3,2,0
b0d6e491,Kohli Group,13,Construction,Tier2,80,0.7928856479627042,3318350.2746727476,-0.3646491789593058,0.8925757066626971,1053,15,0.44654320626502575,955790.2455152187,184141,12,17.849017065509646,2,0,0
0da9d750,"Balakrishnan, Batra and Bora",7,Services,Tier3,42,0.7632805027746724,3688227.726308887,-0.3221998866779012,0.5589265598059752,1740,10,0.5895152976231722,715658.9756520053,1401066,12,12.12317683822874,3,1,1
cf26580a,"Keer, Natt and Dani",9,Construction,Tier3,21,0.3481464603883613,409825.4292980423,-0.31869192669668156,0.6299144023914817,4333,9,0.8929594146021265,1803305.064810665,3465417,12,9.334018014127095,0,1,1
207f29e6,Sehgal-Bath,11,Services,Tier3,10,0.553439095120744,255325.32132753928,0.37824076362644543,0.17401682099636817,3364,50,0.7937619698362175,255755.32716965678,807680,36,9.312892914555425,4,2,0
6fb9c3a5,Bawa and Sons,14,Services,Tier3,57,0.9547675825129502,553740.6929292594,-0.049743105196547344,0.2509909149561544,689,41,0.9973436192411891,1451690.4754739346,3385158,24,17.166969823427408,1,1,1
9b3dc8d5,"Oak, Mall and Ray",4,Manufacturing,Tier2,153,0.9038124689389546,482431.082587482,-0.17238831163418666,0.8606438637817185,2343,84,0.5032926546236062,1225684.620708457,4613382,24,17.209355599822775,0,1,1
83522691,Sen-Mallick,13,Construction,Tier2,56,0.4998800565086734,2759537.105673704,0.34732456845172266,0.6792493306061614,953,24,0.638232541711254,1614539.370759372,4609349,36,19.45034416478042,1,1,1
c2da23ca,Parmar and Sons,2,Construction,Tier2,38,0.40994121886939705,1116447.7362033562,-0.23003993744382556,0.22048717755476976,3435,5,0.8857841297937608,1089549.7802329112,1952945,12,10.541987539733302,0,0,0
c73a775c,"Kala, Prabhu and Chaudhuri",5,Construction,Tier2,86,0.6143615700180038,4308017.904173296,-0.1535074749297194,0.5631892754659006,2676,43,0.5294149614360545,1262785.948454799,1041672,36,16.24770124058398,4,2,0
8435f2a2,"Prashad, Chad and Divan",11,Retail,Tier2,113,0.5490812650673625,2256455.6841869573,0.030931443270020842,0.891285125440504,309,7,0.49223310779747503,1925853.8576132862,3808085,36,17.814712106390008,2,1,0
6c8baa33,Wali-Vala,6,Services,Tier2,189,0.7775584636941937,3492776.858468461,-0.06856193098538677,0.3606539955457132,2402,33,0.6565675341962957,193003.48987133164,3868016,48,11.946825804747814,4,1,0
f29c8756,Varty Ltd,18,Construction,Tier2,112,0.9765043670590237,3281721.8102022912,0.18539221103664427,0.21723833796717673,2005,40,0.6302358940945009,218682.66104595605,1937469,12,16.98381141233471,1,2,0
ba060c62,"Andra, Ram and Sekhon",10,Technology,Tier1,175,0.554101014987793,1633272.5427020648,-0.062159380925152385,0.8978227492181885,2531,0,0.9881235645420109,793279.292608516,1446026,60,19.477694300169354,1,0,0
b446bf8a,Oza and Sons,4,Retail,Tier3,54,0.3435569208565694,1253679.4889523587,-0.007048364141108099,0.4651388242628892,4230,2,0.6737509174159905,950738.2588679758,1008503,48,23.8580297520418,3,2,0
438dee3b,"Ramanathan, Nadig and Patil",9,Manufacturing,Tier1,46,0.9283298058396696,1745158.6122183441,0.4628866082494859,0.42551779879648977,191,51,0.9165678058616521,407745.3637046986,113880,12,17.74455192720362,2,0,0
3dbf9acc,"Morar, Bala and Singh",6,Construction,Tier1,196,0.32656481116790953,3993458.9505566955,0.4845314396280024,0.2908104798134752,1569,76,0.9327793115403338,174508.91599590902,1896637,12,21.84845735233631,4,1,0
f3f2c3bd,"Sidhu, Bora and Karan",2,Construction,Tier1,4,0.966936128007333,2952070.3996771113,0.42771119081340747,0.8524267654524298,1914,42,0.49472302845664556,54130.75056267774,4202896,12,21.421927616917912,4,2,0
927bc13a,Mani LLC,17,Retail,Tier2,194,0.7652055996063278,1305016.3794699179,0.4648309327046326,0.8110550902006176,2287,46,0.8291828807490729,1531538.5783872188,1823051,24,23.074136913486804,1,0,1
b865505f,Zachariah Inc,5,Services,Tier1,171,0.9591824459093643,4098339.8931491296,0.169728669339117,0.4126913594930786,282,82,0.5665642835268421,975264.213391012,861836,12,19.707361753322655,2,2,0
0b34e976,"Sanghvi, Sarma and Sahota",6,Technology,Tier3,62,0.43976178065428473,321058.9612460183,0.24623321475138393,0.07755195190737096,1487,18,0.4568433809575777,1688372.8253680065,3105644,12,11.803056407562053,4,1,1
9e33724c,Bhatti-Brahmbhatt,12,Manufacturing,Tier2,124,0.32848985667766534,3510957.706201962,0.1571731665549405,0.45198628745552555,4887,69,0.9248229466609521,728066.0977267561,1501319,60,13.120412478732398,2,0,0
9ec98a26,Chandra Group,10,Construction,Tier2,128,0.6417469847935442,2223548.988459089,0.38558808405292,0.21277221492204795,1882,46,0.5754598245780109,1409857.7987556702,1314364,12,20.662616935716173,2,1,0
fd0ba36b,Murthy-Tailor,6,Services,Tier2,112,0.6154363901990876,3669887.4110261467,0.1510004857614442,0.17846066313399306,4465,77,0.6072194021144861,982155.8395026893,258818,36,16.572752580921644,4,2,0
e93a4390,Biswas and Sons,8,Technology,Tier2,85,0.532044591278418,4640933.337204963,-0.2889230354492195,0.4037842507058812,4568,4,0.594393421911604,1228019.2972402489,296976,12,12.395284027827278,2,1,1
c1b7e683,"Master, Chadha and Verma",2,Technology,Tier3,4,0.9703595320720881,3762668.784837174,0.4095801204568599,0.13916924361016447,1653,63,0.520177253772022,746691.7138310196,521807,12,18.678390266150707,0,2,1
6b6ea10f,Rout LLC,12,Manufacturing,Tier2,65,0.8758086125130025,2237728.508791343,0.36058517067753637,0.9117180562384984,1929,44,0.6607020292171744,171527.8431902081,1472660,12,22.55130647144756,1,2,1
2637354b,"Nadkarni, Pillay and Nath",13,Food,Tier3,62,0.7631074149629153,797329.6234937097,0.4203005952826253,0.09278526360315362,2703,63,0.6569756924814638,1895273.4286008363,3769616,24,14.044192810836876,2,1,1
81a5bc1e,Yogi Inc,7,Technology,Tier3,90,0.4140008041464794,4041437.330236897,-0.20957053661023817,0.4112326646588544,3804,44,0.6452509754267097,1673818.8073080424,4648195,48,17.741795391960373,2,0,1
b1182903,"Gandhi, Panchal and Sahota",10,Food,Tier3,120,0.8140263857529673,2330492.3582607894,-0.12838294728503297,0.19643243182852538,1302,35,0.9497786482939475,630664.6285783981,3810055,24,17.51325822866327,0,2,0
f341a2d5,Andra-Nagi,13,Technology,Tier2,130,0.8089087182898067,422796.00111279247,-0.10424830273647001,0.6699301893758804,1356,8,0.6038509772174868,1917818.8417324484,2844296,60,10.468107387067855,3,2,1
122cabd6,"Kohli, Gulati and Sandhu",17,Manufacturing,Tier1,137,0.5975477215312052,3609324.218995487,0.10808053618567359,0.12093030429310556,2913,22,0.41822734500649406,607972.5755160808,3893374,60,9.898797331189202,2,0,0
4c1a6bfd,"Narang, Kala and Kashyap",14,Retail,Tier2,185,0.9473501367998094,1494667.231287119,-0.26612291583654024,0.5421250167877708,2236,31,0.5070622037444658,891550.1402315719,464783,36,22.28611492863303,4,0,0
a062f02e,Char-Anne,2,Manufacturing,Tier2,45,0.4168845175603073,291996.7360506669,-0.014618246725132678,0.7457913456817438,2033,44,0.8328982459440842,1512719.9647708656,1740815,36,22.969821817521524,3,0,1
159e09eb,"Wali, Dar and Bhavsar",11,Manufacturing,Tier3,146,0.48713629368816497,4518617.524121685,-0.21784183892097042,0.9050538515440736,1222,27,0.7545151637887066,624918.4541814369,4465602,60,22.51574771632933,3,1,1
05fad6e0,"Peri, Jha and Prabhakar",1,Retail,Tier3,112,0.34425703747544356,2441350.405864855,-0.13523728696726356,0.6786748066724714,276,51,0.9710408822447113,655770.8774851045,1213045,48,14.648149313835987,0,0,0
6b5da629,Rao Group,19,Retail,Tier3,176,0.8568156707243111,1440757.2132064567,0.3063876345584273,0.13954258187112517,1328,10,0.81666106431453,826063.4959576073,2768692,48,12.958111421869287,4,2,0
55ab0cb7,Ahluwalia PLC,4,Services,Tier3,42,0.735231570266778,3596113.4615303124,0.4548111563172811,0.1296684947427269,2248,18,0.5165450040392268,942094.8256093014,3373297,60,23.103670299769703,3,2,0
9f39eccc,Kamdar-Kale,19,Technology,Tier1,41,0.5204582139768746,4435216.769528691,-0.37709413340281617,0.7084382436842592,2957,63,0.4723865311763819,255996.32120872108,1501119,12,22.183436711347678,2,1,1
c8d70562,Dua-Saha,11,Services,Tier1,89,0.41466956451602077,51520.021417089665,0.16589696335500037,0.24379646450312176,335,64,0.7124558651886861,44808.39945859186,2665782,24,21.207168781796014,0,1,1
f3f7c860,"Gokhale, Dada and Apte",8,Retail,Tier1,186,0.32810343902011824,3454868.315958661,-0.3639402379377329,0.45251537776992384,3562,72,0.7991576416854054,1839122.8137815578,2938661,24,13.679867518484684,0,2,1
870cbea1,"Cheema, Chand and Dugar",11,Food,Tier3,42,0.4167218980381556,3846707.885391186,-0.31475075498844973,0.928958991216223,2672,56,0.49938204278112186,712845.3777257563,863333,12,18.400510474850705,0,2,1
1d26c55b,Badal Ltd,4,Food,Tier3,35,0.6172992524363607,1089140.7650334903,0.30508403461410905,0.787916118563488,2551,65,0.761015806229631,212360.31708755935,3985904,48,20.131514274211042,1,2,0
cdfe54db,De Group,17,Manufacturing,Tier2,166,0.4730238783074243,2473637.9654803635,0.3356081065021166,0.8119340215701805,3476,3,0.9190172103577945,1520751.0902586873,3705379,24,17.430391592969375,3,1,1
79401c7a,"Jha, Chaudhry and Khanna",7,Construction,Tier3,67,0.4812875242023767,491965.1996437823,0.41398067317279874,0.8246929142552708,1832,28,0.8365413568558266,597170.7352858026,1443215,24,17.83106716614189,4,2,0
ab3ca3e6,Cherian LLC,8,Manufacturing,Tier3,41,0.9129034566673999,3746411.9184509707,0.07424151177030491,0.6075908061094021,1840,3,0.7985146485290846,371511.5076608796,3743294,36,20.22866063463639,4,2,0
bcd1d454,Loyal-Mital,3,Manufacturing,Tier3,99,0.6605963714227704,4244907.291888595,0.45980748201618815,0.7195405314762305,2133,0,0.8735986327059546,1925595.955392726,4235829,48,20.38583371469579,1,1,1
9aaef009,Butala-Halder,2,Construction,Tier3,50,0.8104763811898903,585523.95375707,-0.23316170835837569,0.3730648231708585,4961,17,0.4624496254322386,1841880.3539936782,870458,60,12.21920431361,2,2,1
95f871ec,Gala-Pandit,15,Technology,Tier2,104,0.3249976643197002,4091478.2544925315,-0.1502835863649974,0.9486016039155657,3941,12,0.5222988734867167,220434.25729461052,1824499,60,14.555458147376635,3,2,1
f1a74a88,"Rout, Sharaf and Mitter",5,Retail,Tier2,86,0.5556143489746201,3869272.343898441,-0.2654978523980287,0.3016599526891805,2178,69,0.4228596982154735,1799577.5675448938,3164289,12,20.608358535400487,0,0,1
2ab711ad,Raval Ltd,1,Food,Tier1,79,0.6354185431768092,1767220.9358359415,0.39753726058187655,0.5810066629731676,3714,48,0.4869867672560541,1782826.3767465176,599030,24,12.552436371072702,1,2,1
0cb68d7c,Dyal PLC,4,Manufacturing,Tier2,45,0.4304917986471293,3466933.173171237,-0.1713248816133811,0.30385551048907394,134,46,0.9479094056017159,1272405.3603077678,4171403,60,22.69170647270729,1,0,1
7b2be80c,Kothari-Parikh,15,Construction,Tier2,199,0.38413407901187707,50238.21327684315,-0.24448875724170438,0.15086394550406584,1563,85,0.5332869567503878,1064178.621771461,1869743,12,21.502845761725343,3,1,1
c93acc7a,Hayer Inc,19,Services,Tier1,147,0.9092126449498896,4662398.389606693,0.2231106875880562,0.560827233359309,2266,29,0.7972583298075178,442702.6504246037,1388197,36,22.37957119203761,4,1,0
e54c2284,Chakrabarti-Date,3,Manufacturing,Tier3,106,0.9576021389698575,2774397.0147764455,-0.3229179736393256,0.36801380377952575,3205,26,0.8149403494812271,251554.70805767918,1938543,48,13.108148741381264,3,0,0
27f6222d,Khosla LLC,11,Food,Tier2,145,0.3551646886317852,3120677.377106897,-0.3550997227798275,0.5748973407710489,3729,71,0.7871952756517528,1216674.411410462,1785517,24,10.129313661285938,4,2,1
2931def9,"More, Sengupta and Sethi",17,Retail,Tier3,193,0.5443130987797101,3340064.097018538,-0.2932823514475411,0.5528106289984935,3538,27,0.732352629241518,1645694.9408785563,4068002,24,10.059154770820086,3,0,1
d4f68706,"Pandya, Mittal and Lad",13,Manufacturing,Tier1,122,0.9707999397011315,2828776.635230915,-0.3997591160128324,0.5380310562292054,1808,1,0.691678208468087,1380401.2705396833,863616,12,17.116566865956955,4,1,0
3b0d9673,"Joshi, Naik and Dhar",11,Manufacturing,Tier2,77,0.3582132131927254,4290981.243320342,0.2969901542217924,0.16097100984187648,3133,19,0.651952505068505,369792.84309803834,3974803,24,13.236651830969485,1,2,0
1044d8b5,Ranganathan-Swamy,2,Technology,Tier2,56,0.7505489610151084,3068024.0691501424,0.16223532171447863,0.4461626969153213,4698,74,0.9501392179709708,587137.0941009029,4241542,48,12.584586094292856,4,2,1
a9decd49,Hayre PLC,9,Construction,Tier1,112,0.9805549596769039,4543411.956640339,-0.19012489096227614,0.7808035454589126,619,77,0.4057086165262872,1097370.9985071435,1427900,60,11.947283606529512,3,1,0
a3ac09c4,"Sarkar, Mohan and Shroff",2,Services,Tier2,93,0.9847565680069621,2932541.5300583444,-0.16699505202240417,0.3336291459901722,3415,23,0.4320937756161492,1253735.10991149,2795142,12,17.212512962560385,2,0,1
64f46302,Krishna LLC,9,Services,Tier1,41,0.6298563316326202,897055.9888038046,0.41096859847003964,0.4494483547628586,4523,76,0.6955074793015892,153782.69888963763,2106403,48,16.995476092038842,3,0,0
9776e9bb,Bhagat-Manda,9,Retail,Tier1,170,0.4139243754476664,4572134.651404549,0.10182011586030038,0.4944484312882412,2386,71,0.5983060490825158,1231962.7601069112,1526599,24,15.045846532122408,1,1,1
aa2d0274,"Divan, Chaudry and Konda",8,Food,Tier1,6,0.44145902048420715,3424056.116880895,0.29852835708173964,0.8264581813325702,1869,43,0.6449381278619519,1475275.5957786092,657992,60,10.645820546127602,4,2,1
911fb130,Sanghvi Group,17,Retail,Tier1,197,0.9227209765870761,3511233.022456003,0.052755451274915544,0.640039792303417,1957,20,0.9987091117353648,370902.1187295735,946229,48,22.896319506008915,4,1,0
55b392f4,Pandit Group,1,Manufacturing,Tier3,98,0.9381781030308152,4928134.665329428,-0.16228197397920774,0.1401822813535826,692,21,0.8650808195177321,499975.2429555943,307480,60,15.133007414999465,4,2,1
96365eea,Master Ltd,11,Manufacturing,Tier1,73,0.7255157507114882,422222.94333741686,0.5704028006829068,0.8286538872245192,3932,72,0.926444773592935,525204.2144556413,1556363,60,10.416455571648866,1,0,0
d8942c8c,"Chad, Peri and Subramanian",8,Services,Tier2,168,0.8363234796289378,2171533.4051210983,0.16564756337539743,0.798859377933881,4247,57,0.6211447385473685,1880222.402625951,4654774,12,9.074723556903178,3,0,0
41a5a8df,Varma Ltd,10,Food,Tier3,41,0.8179518760292857,1233522.1952837452,-0.2690180962320876,0.7282813825392579,3512,10,0.5437362640037061,819962.0803680989,201507,24,10.865196125061473,4,0,0
5c765f9d,"Memon, Ravel and Hans",7,Construction,Tier2,9,0.7632751185923748,3170611.0003326028,0.006090042183906741,0.46945221648695384,2064,79,0.8607942809934677,1065837.1982052866,542819,36,13.105456592345664,2,0,1
433a8801,"Bala, Uppal and Hayer",3,Food,Tier3,8,0.8790938684103573,4043717.834552956,-0.07066258805309933,0.7317908451372261,2913,52,0.8845456565542675,1451385.555936878,4425649,36,18.26644960373774,2,1,0
18b3b561,Suri-Sane,3,Manufacturing,Tier3,172,0.7797846361282247,4833238.009017442,-0.18591253141147868,0.48086785637848145,3309,8,0.7299390675845125,749205.924140069,1093940,36,23.549502890134214,0,0,0
20060248,Nadkarni-Madan,18,Construction,Tier3,186,0.6738016140232495,2300250.7294258643,0.5334399892402595,0.7129611808944466,2214,66,0.9375649087883826,220055.5384192664,4319045,48,12.71704897809176,2,1,1
fe8ad3e1,"Bhargava, Mammen and Goyal",5,Food,Tier1,104,0.46586945381170974,3941780.241680891,0.4809199954597525,0.8420991484752826,1622,51,0.9803951540771955,1312100.522730254,1597497,36,20.74196621338762,0,1,0
dbd30938,"Baral, Bawa and Nazareth",12,Food,Tier3,195,0.8207217008830332,4589405.380599879,-0.20085288347988361,0.8514874266175371,4047,12,0.682612407058786,1337873.6014817138,4499400,24,22.626488238441418,4,1,0
ea8f889c,Shetty-Barad,12,Construction,Tier3,13,0.6314065074867921,3432460.8910526293,-0.04785211094448327,0.4591207167687091,1904,0,0.5336000006684394,528490.1518524159,3024208,36,14.569374913313453,1,2,0
dde25d73,"Singhal, Karan and Pal",19,Manufacturing,Tier2,19,0.5063541788052566,1251526.1346263676,0.3623153916708216,0.8234084114168263,2039,43,0.7102678642307882,80105.53060293639,4482548,60,12.425740705834038,1,0,0
7a279eea,"Contractor, Dalal and Bakshi",6,Food,Tier1,98,0.8613623930192427,3058878.047983567,-0.19149395185978435,0.14131164245694183,3576,74,0.9937199342053821,1334052.776948299,3390204,60,16.111536943166602,1,2,1
7fca2652,Gour Inc,2,Construction,Tier2,96,0.7876995202471198,4851262.636695074,0.19156486260424443,0.14163747573810292,3978,23,0.575756115809848,1409816.849371962,746772,60,22.399037522213295,4,2,0
1226a51f,Jain Inc,12,Technology,Tier3,49,0.9561376941872899,4938391.452864748,0.2997939421248166,0.543440252180732,2957,4,0.7705595942396806,61869.1362198017,4041288,36,8.67021895616176,4,1,0
891f1988,Biswas-Narang,19,Technology,Tier2,100,0.4158091480132144,3229681.127398052,0.25397232571076633,0.636660156610642,4652,65,0.8163901984419684,1389434.7042278734,3437194,24,16.042787892602625,3,0,0
53b4583a,Pandit-Bhatnagar,5,Manufacturing,Tier3,82,0.7544324992455451,4440589.401466346,0.3064086402755005,0.1876943983805624,730,80,0.5283572766071662,1878467.852441484,3934426,24,20.242726559529608,2,1,1
a9f01359,Shan-Kannan,12,Construction,Tier1,158,0.4709676276617232,1041729.3510505839,0.30669958902876293,0.47496204032539363,3508,80,0.7530754736932994,365782.71319806855,2884245,36,17.817521651967382,4,0,0
979566e3,Merchant-Chada,17,Technology,Tier3,66,0.9325080897111491,1268089.094513473,0.5648059198489284,0.13492640103433073,3532,19,0.5887042035814692,1047434.2716578721,3378426,24,16.20876044431988,2,2,0
297c531b,Sengupta-Arora,17,Construction,Tier1,91,0.36964958997963093,4766793.6837800555,-0.053501110479680425,0.5918895369979793,1182,63,0.9125257654520453,1396585.144869652,4651984,36,17.08100462201056,1,2,1
354af991,"Mitter, Yohannan and Nigam",10,Food,Tier1,59,0.759313264511414,719415.1086992992,0.47859042437583954,0.8195846330775631,4090,14,0.8288521424236266,467858.01021157193,4087632,24,18.098090698501494,2,1,0
bbf6b74a,Babu LLC,17,Manufacturing,Tier2,53,0.8537600050696208,995976.8685627207,-0.37819293748489324,0.7138750784175714,3414,67,0.8957598564873945,1505582.2944084688,2906374,12,19.072164893594064,3,0,0
5bf1e51c,"Sen, Kala and Om",15,Technology,Tier1,52,0.548442488255295,2131715.565644256,-0.11179703667671681,0.39046239718634407,2345,53,0.5198094367551732,1737495.9749797897,3737901,12,14.020876588625187,1,1,1
ee454cf5,"Shetty, Pai and Chad",12,Food,Tier1,81,0.9678966555686663,2968442.2243790845,-0.35134421800086846,0.9444144169734094,2488,10,0.4207448234113406,1630956.411931967,2048068,24,16.519305477535458,2,1,0
7de3384b,Sankaran-Bajwa,16,Retail,Tier1,159,0.8955114792102261,3038895.2338929446,0.2512039599558402,0.646641478819523,4266,22,0.9103154108859249,525208.8420327592,2799293,60,12.740338308933374,3,2,0
4f86856e,"Savant, Puri and Pai",19,Retail,Tier2,15,0.5062328097794324,1495281.2428945438,-0.29920962926838046,0.7837235909982312,3046,0,0.6320525202498579,1610390.717261824,2391934,12,23.75184581335847,2,1,1
5ace1c84,Bail Inc,8,Manufacturing,Tier3,121,0.30527876490119904,4607038.794854224,0.44570686365204626,0.6527276485625594,3528,41,0.5078334471472892,832553.0563607435,3084765,48,11.40296504124997,3,1,0
5ed4302a,Raghavan Ltd,17,Technology,Tier3,148,0.5076600232826426,4579744.54265892,0.24659168379025975,0.9404746619784139,4884,46,0.45513721916038297,540262.2153962692,4954270,36,10.835187004097794,2,0,0
8f43d376,Sood-Venkatesh,5,Technology,Tier2,5,0.49691732932951976,1990736.8626092437,-0.37118459894639433,0.7892237904959956,1564,67,0.7099004836342548,344263.2196781044,3490466,48,12.666745273994735,1,0,1
6584ebcb,Rajagopal-Mani,16,Technology,Tier1,135,0.9229752252506362,2199744.2586799706,0.314777365434623,0.5174808961058964,405,37,0.4900767715671675,1818873.0705883072,1127432,24,22.760840882869285,1,0,0
2aacb666,Khatri Inc,6,Construction,Tier2,18,0.9769848247783233,3527360.7282783636,0.46203494725696104,0.3801916065538308,4215,1,0.7400152146647541,859526.1076180892,1178235,24,18.712268900313955,0,1,0
9abdd0c4,"Khalsa, Dhaliwal and Varkey",8,Food,Tier3,56,0.34930799017918224,3331829.6871745586,0.2611210076621494,0.6639393462339581,4451,44,0.8363839255076468,1732805.0618967854,3932959,60,15.566876648093478,3,0,1
219331fe,Mane-Prabhu,18,Technology,Tier2,75,0.6299063799733217,1942370.2240567636,-0.36947578406496784,0.581199627926308,3336,26,0.7210349029097514,327494.527970288,3451718,12,22.84362881733165,2,1,0
f5f6481e,Parmer Ltd,12,Food,Tier1,96,0.683832398970857,2100509.045028967,0.4579195484604065,0.6164155319247908,2870,76,0.9422198696130886,1536316.9976447064,1947561,12,22.452281483791698,2,0,0
3db9a112,Kaur and Sons,15,Manufacturing,Tier1,114,0.3650381629307923,1772792.769936618,0.332463912934035,0.3587105896553812,4976,60,0.49334177460138273,228926.5621018805,3109454,48,14.724683841996907,2,0,1
27e6cc60,Virk and Sons,9,Technology,Tier3,101,0.5642483963962658,1215155.784418874,-0.021548687516015796,0.435855578513499,1254,81,0.6963720839502994,44954.24269908606,2803930,12,17.23643492840948,4,0,1
