business_age_years,num_employees,gst_filing_rate,avg_monthly_revenue,revenue_growth_6m,cash_flow_volatility,upi_txn_volume_monthly,vendor_payment_delay_days,utility_payment_ontime_rate,bank_balance_avg,loan_amount,loan_tenure_months,interest_rate,previous_loans_count,previous_default_count,default,financial_health_score,loan_to_revenue_ratio,payment_behavior_score,is_mature_business,digital_adoption_score,revenue_stress,high_risk_loan,balance_to_loan_ratio,repeat_defaulter,monthly_emi_burden,industry_Construction,industry_Food,industry_Manufacturing,industry_Retail,industry_Services,industry_Technology,location_tier_Tier1,location_tier_Tier2,location_tier_Tier3
17,155,0.8328480606158317,4477669.192595541,-0.2660091092427368,0.1312274855148956,47,31,0.4963607075629501,1409221.8238996034,3882757,36,19.117168554119075,0,2,0,0.633,0.8671,0.576,1,0.4545,1,0,0.3629,1,0.0241,False,False,False,True,False,False,False,True,False
3,98,0.839540881747425,783034.7982987931,-0.0770774390893259,0.2349877109361666,970,78,0.6382455728122163,362410.62004895246,2689660,24,15.807768210601411,4,0,0,0.671,3.4349,0.3858,0,0.8076,0,0,0.1347,0,0.1431,False,False,False,False,False,True,True,False,False
13,19,0.7644110755472762,3196909.8197744265,-0.0063017869423501,0.230447363616561,4111,76,0.6188227793338387,1368316.2003907373,818825,48,14.75667565568562,2,2,1,0.6561,0.2561,0.3872,1,0.977,0,0,1.6711,1,0.0053,False,False,False,False,False,True,False,True,False
9,41,0.4510678304930606,4456206.085225444,0.5397829464286401,0.147582206704139,220,81,0.5672995306788029,30908.50061803993,3302624,48,20.99938862721041,3,2,1,0.6502,0.7411,0.3336,1,0.6338,0,0,0.0094,1,0.0154,False,False,False,False,False,True,False,False,True
7,26,0.5829650290876356,4564244.470322967,-0.0041631912431041,0.2368354809528131,3240,73,0.5381857462517821,628704.5487008926,3290120,12,11.998709224886248,4,2,1,0.5845,0.7208,0.3635,1,0.9491,0,0,0.1911,1,0.0601,False,True,False,False,False,False,True,False,False
15,28,0.843290980830079,3976536.5142108137,0.0962776590574021,0.5963542411310189,4325,39,0.8493734286684341,1038686.6783576232,2555546,60,15.140663275142009,2,2,1,0.668,0.6427,0.708,1,0.983,0,0,0.4064,1,0.0107,False,False,False,True,False,False,False,True,False
11,64,0.9673988883805692,921898.6126771744,-0.1544166317261336,0.7089513537867693,2710,56,0.5767298198868347,673009.4947179487,4075126,48,17.28640281840061,3,0,1,0.5906,4.4204,0.4773,1,0.9281,1,0,0.1652,0,0.0921,False,False,False,False,True,False,True,False,False
2,68,0.3552628753856354,4096285.475608655,-0.3998748612434245,0.6442731022722104,777,10,0.823926178877646,1391034.631539829,3032909,48,21.392650761764514,0,2,1,0.4325,0.7404,0.8564,0,0.7815,1,0,0.4586,1,0.0154,False,False,False,True,False,False,False,False,True
15,80,0.6748756744580364,1418995.8214573418,0.4993344567331351,0.477669324182794,1827,39,0.6211750654489983,1050191.982113387,2449967,48,14.294676955519392,2,2,0,0.6561,1.7265,0.5939,1,0.8818,0,0,0.4287,1,0.036,False,True,False,False,False,False,False,True,False
14,51,0.5187655899270145,4615870.23579092,-0.3182852429636952,0.0971911139864572,4116,46,0.8811875434453347,1919738.0881137536,4721750,36,17.00416433635438,3,2,0,0.6147,1.0229,0.685,1,0.9772,1,0,0.4066,1,0.0284,False,False,True,False,False,False,False,False,True
11,102,0.4577757260217808,3559979.073048055,0.5642488410362291,0.9131063096180976,3160,1,0.5003400092412053,722046.7227866981,2699464,60,12.827039475083916,4,1,0,0.4894,0.7583,0.7446,1,0.9461,0,0,0.2675,1,0.0126,False,False,False,True,False,False,False,True,False
3,176,0.6540674784638005,3937074.426993988,-0.2691558958997397,0.2012688147537427,3285,51,0.4945623282217469,1446500.06978606,1980551,12,21.472146469246795,4,0,0,0.5645,0.5031,0.4639,0,0.9507,1,0,0.7304,0,0.0419,False,False,False,False,False,True,True,False,False
17,10,0.7242625383895757,470910.6448345893,0.2048784807504402,0.6515792333651037,62,71,0.8078033602246026,1673324.9121997652,2170041,12,20.675889177762485,1,1,1,0.6293,4.6082,0.5095,1,0.4864,0,0,0.7711,1,0.384,False,False,False,False,True,False,True,False,False
12,167,0.3068405619936368,2934687.311545545,0.5994105878566369,0.8716015539338999,4951,48,0.9489491450853133,514699.396347856,2847208,24,21.211522964801706,2,2,1,0.5474,0.9702,0.7078,1,0.9988,0,0,0.1808,1,0.0404,False,False,False,False,True,False,True,False,False
15,100,0.8461446005408335,4114653.528148464,-0.2615354039303241,0.6779993863828897,3694,58,0.4857920228997228,1510721.6368318915,3726340,36,9.390882409304298,4,2,0,0.5262,0.9056,0.4207,1,0.9645,1,0,0.4054,1,0.0252,False,False,True,False,False,False,True,False,False
16,122,0.8739174918816133,4314872.246223872,0.0239430849398242,0.2462446761700552,4748,37,0.4442227707062902,792694.8599661603,3047007,60,16.04692107901063,2,0,0,0.6554,0.7062,0.5166,1,0.9939,0,0,0.2602,0,0.0118,False,False,False,True,False,False,False,True,False
5,147,0.9758575771975532,191726.93843152552,0.3804236689714765,0.3342166688876207,1848,15,0.9607823240930944,266167.0317501604,3703550,24,10.605563700160136,4,1,0,0.8251,19.3168,0.8971,1,0.8832,0,1,0.0719,1,0.8049,False,True,False,False,False,False,True,False,False
6,64,0.4264506132572864,4698838.20114784,-0.3678098501500317,0.0771852803099856,465,87,0.4703961663194916,17257.68409070158,1314046,60,18.94328684757754,2,1,1,0.5014,0.2797,0.2519,1,0.7214,1,0,0.0131,1,0.0047,False,False,True,False,False,False,False,True,False
19,124,0.7161867936526636,264526.7298472746,0.2897827511400445,0.6014824167579021,3665,86,0.5502201518594096,1490077.529747879,3649642,48,13.326559399620624,2,2,1,0.5981,13.7969,0.2973,1,0.9635,0,1,0.4083,1,0.2874,False,False,False,True,False,False,False,True,False
5,19,0.5986377614334761,3091867.464390507,-0.3196266621092005,0.60169368279341,973,77,0.9576965004520483,380625.7169680911,139917,60,20.50593161110899,2,1,1,0.5528,0.0453,0.5511,1,0.8079,1,0,2.7204,1,0.0008,True,False,False,False,False,False,False,True,False
3,76,0.5343794960887455,3482268.2616957948,-0.1634798577267736,0.7029505232387413,3820,26,0.8817507357761329,111875.33207854778,2548514,24,9.510087024371495,1,1,0,0.5216,0.7319,0.7964,0,0.9684,1,0,0.0439,1,0.0305,False,False,False,False,True,False,False,False,True
1,62,0.6959434160062532,581359.1912811536,-0.2399238375066396,0.0598966603480592,2744,73,0.6056546881943763,999446.084203886,1191959,36,16.455538594516934,0,2,0,0.6319,2.0503,0.3973,0,0.9296,1,0,0.8385,1,0.057,False,True,False,False,False,False,False,True,False
6,141,0.847668165256485,287658.7347655038,0.5073364316469362,0.78605715994202,294,27,0.972716631793956,699929.0889125381,3537437,36,10.416809943497864,2,2,0,0.7177,12.2973,0.8364,1,0.6677,0,1,0.1979,1,0.3416,False,False,False,False,False,True,False,False,True
15,25,0.3161369484116471,3935315.164531109,-0.2195432832183191,0.7148398616602772,3290,88,0.7408291079192425,1386695.3419086656,1339920,48,17.14743607137263,0,1,1,0.4171,0.3405,0.3815,1,0.9509,1,0,1.0349,1,0.0071,False,True,False,False,False,False,True,False,False
2,89,0.9785800787963306,1954119.592747298,-0.3595659044848428,0.1767979485716799,1125,65,0.4433489575766159,223654.94782784168,2741307,12,17.9139478691318,0,2,1,0.6429,1.4028,0.3606,0,0.825,1,0,0.0816,1,0.1169,False,False,False,False,False,True,False,True,False
3,92,0.8669171099939974,580206.9508098621,0.1876256784477621,0.3628639483420807,737,44,0.8218401263606887,273979.807564093,2253383,24,15.66322461189178,0,0,0,0.73,3.8838,0.6665,0,0.7753,0,0,0.1216,0,0.1618,False,True,False,False,False,False,False,True,False
17,42,0.8258075925519048,3825205.691118828,-0.053819074590298,0.6246724036137951,3581,32,0.7223664146939812,814174.3395181961,3616517,12,12.834522555369864,4,2,0,0.6092,0.9454,0.6834,1,0.9608,0,0,0.2251,1,0.0788,False,False,False,False,True,False,False,True,False
12,117,0.8322711675263523,4253357.197210922,0.0057062206413663,0.496217187446295,3787,59,0.7435528303114933,1045612.2614221488,3620458,48,9.001081809361484,3,1,0,0.65,0.8512,0.544,1,0.9674,0,0,0.2888,1,0.0177,False,False,False,False,False,True,False,True,False
18,39,0.5723424967330568,2957561.6442560963,-0.280937255137453,0.1535848375111361,4676,49,0.996462546595279,1650145.898256029,1939160,60,18.76276895425203,0,1,1,0.6481,0.6557,0.726,1,0.9921,1,0,0.851,1,0.0109,False,False,False,True,False,False,False,True,False
15,158,0.8261343855913696,848122.2017514957,0.3482344914331945,0.1286108376229309,4942,45,0.4915085699797249,1175394.1299605295,4928352,60,21.9918493913897,2,2,1,0.7227,5.8109,0.4958,1,0.9986,0,1,0.2385,1,0.0968,False,False,False,False,False,True,False,True,False
12,133,0.5707391460220703,125351.2338828795,0.2015536496435179,0.7533106691972824,2796,34,0.7940775401727354,1806168.915840504,4364366,48,19.871540436659657,3,0,0,0.5596,34.8171,0.7081,1,0.9318,0,1,0.4138,0,0.7254,False,False,True,False,False,False,False,True,False
16,81,0.9290947807023552,3518972.2824446224,-0.03578295525172,0.1903704062160288,2043,40,0.6752446583378151,443357.9939153338,1098142,36,22.34177917642213,4,2,1,0.7203,0.3121,0.6154,1,0.895,0,0,0.4037,1,0.0087,False,False,False,True,False,False,False,False,True
8,146,0.4240556683145287,2773191.390385318,-0.228425056236864,0.2048834065373992,3523,57,0.5631358749327974,1196476.8368367848,4771951,24,22.907264000338834,1,0,1,0.5146,1.7207,0.4649,1,0.9589,1,0,0.2507,0,0.0717,False,False,True,False,False,False,False,False,True
14,107,0.504643196950606,3271445.851514393,0.1934517391705603,0.7978308128210818,3860,76,0.8161268749977777,1313924.4354872704,3821247,48,15.467970211630153,0,0,1,0.5341,1.1681,0.4858,1,0.9696,0,0,0.3438,0,0.0243,False,True,False,False,False,False,False,True,False
17,111,0.6859362798893532,4075264.117487999,0.3785972795073773,0.6009256711068953,4063,54,0.80092768435,1454352.052913488,2894667,48,19.318866177138997,0,0,0,0.6526,0.7103,0.6005,1,0.9756,0,0,0.5024,0,0.0148,False,False,False,True,False,False,True,False,False
8,21,0.5234477251210907,2199427.496115212,-0.0876027161328051,0.5942440473385752,4440,4,0.913897064874118,1977414.8894750376,3070605,24,14.659370612233085,4,0,0,0.5578,1.3961,0.9347,1,0.9861,0,0,0.644,0,0.0582,False,True,False,False,False,False,False,False,True
15,50,0.5969660717066914,666351.5707264211,-0.3741396164614029,0.4814111942270059,3522,4,0.9273215411119023,941387.3066000664,2533162,36,22.752912005266783,2,0,1,0.5622,3.8015,0.9414,1,0.9589,1,0,0.3716,0,0.1056,True,False,False,False,False,False,False,False,True
14,121,0.6446958825790162,4702917.262684591,-0.185656015247016,0.5620955129620618,2161,21,0.7370916718295428,744945.9639271601,3506115,36,17.226079305813222,2,0,1,0.5506,0.7455,0.7519,1,0.9015,1,0,0.2125,0,0.0207,False,True,False,False,False,False,True,False,False
18,134,0.8994473441694559,2749047.5298719434,0.2823978188928292,0.5915927213346299,2882,33,0.5953435396406305,1705891.2835561177,4575859,24,20.162975135623043,3,1,1,0.6629,1.6645,0.6143,1,0.9353,0,0,0.3728,1,0.0694,False,True,False,False,False,False,False,True,False
7,50,0.666234577526085,3095705.889488274,0.5890963774569227,0.9210436113592224,1072,64,0.717748270262887,361813.9011197778,658500,12,8.725032561510806,3,0,0,0.5976,0.2127,0.5033,1,0.8193,0,0,0.5495,0,0.0177,False,False,True,False,False,False,False,False,True
3,194,0.5537218940301923,4670386.5762811685,-0.3866237605912235,0.2506759767208213,4442,58,0.6155530760217177,83685.91358674776,2398393,60,17.42101300616227,2,0,0,0.5311,0.5135,0.4856,0,0.9861,1,0,0.0349,0,0.0086,False,False,False,False,False,True,False,False,True
12,115,0.473415314824581,4661339.098735802,-0.0938464378678992,0.2431061777304131,3055,16,0.5664136504177668,892742.2165273529,1635441,24,20.000862051886276,1,1,1,0.5426,0.3509,0.6943,1,0.9422,0,0,0.5459,1,0.0146,True,False,False,False,False,False,True,False,False
3,1,0.586073185154538,2881868.3033044594,-0.3379791295511611,0.1014966389347841,3925,50,0.7309452266663,501939.6505278383,3222444,36,12.48359572393982,2,0,1,0.601,1.1182,0.5877,0,0.9716,1,0,0.1558,0,0.0311,False,True,False,False,False,False,False,True,False
14,185,0.6610152730900589,1523176.552371059,-0.0836507122369678,0.64237891892839,1132,48,0.7947605044978416,799085.5484976305,2971218,12,8.722796523974713,1,1,1,0.5662,1.9507,0.6307,1,0.8257,0,0,0.2689,1,0.1626,False,True,False,False,False,False,False,False,True
15,30,0.8222804000422654,4985712.488363059,0.0059143431274212,0.5441379627400357,4072,8,0.7543427721462366,1972305.7897781783,4483022,48,20.026307866588738,4,0,0,0.6396,0.8992,0.8327,1,0.9759,0,0,0.44,0,0.0187,True,False,False,False,False,False,False,False,True
14,186,0.384734143320637,3420044.595270003,0.520862091946255,0.1501152834619757,995,73,0.9726517128179916,703491.5781363124,2457628,48,13.740330212362837,1,1,1,0.7081,0.7186,0.5808,1,0.8105,0,0,0.2862,1,0.015,True,False,False,False,False,False,False,False,True
7,107,0.4551264317674056,2071761.55061568,-0.3194392005950213,0.3780850416063684,3491,14,0.579181671132379,1418851.7597028266,697408,48,15.14623891751403,4,2,0,0.4788,0.3366,0.7118,1,0.9578,1,0,2.0345,1,0.007,False,False,False,True,False,False,False,False,True
17,180,0.5657578111080712,2821192.174125269,0.3771340530657699,0.2107968847980834,4732,28,0.6234050110328044,508299.9994034254,3362442,60,17.211812416215082,0,1,0,0.6588,1.1919,0.6561,1,0.9935,0,0,0.1512,1,0.0199,False,False,True,False,False,False,True,False,False
12,165,0.5522788835836602,2108378.548826746,-0.0044656039370366,0.3483335663607753,1430,52,0.8005856939341323,613811.6580946892,4072303,36,10.208893071000366,2,2,1,0.6055,1.9315,0.6114,1,0.8531,0,0,0.1507,1,0.0537,True,False,False,False,False,False,False,False,True
4,48,0.5742236613236482,4447110.503868405,0.4112628496669277,0.906137752455149,1462,24,0.7602151765021641,493878.8349859128,4014623,12,10.105066321346907,3,1,0,0.5548,0.9027,0.7468,0,0.8557,0,0,0.123,1,0.0752,True,False,False,False,False,False,True,False,False
9,87,0.8554648852482272,2438371.905585443,0.1134021853256213,0.664986954992476,3459,84,0.4011180312024181,1148600.1317492446,802750,36,23.39364696585676,0,2,1,0.5709,0.3292,0.2339,1,0.9568,0,0,1.4308,1,0.0091,False,False,False,False,True,False,False,False,True
6,129,0.5269080820735211,4126465.4611071735,-0.3607179611565899,0.0568121907156277,1056,80,0.5873712811160448,459956.0865309031,3946311,60,13.752895849439788,3,2,1,0.5601,0.9563,0.3492,1,0.8175,1,0,0.1166,1,0.0159,False,False,False,False,False,True,False,True,False
16,19,0.6513287262818652,4208872.67422387,0.5462058847148388,0.2772572664057112,2592,27,0.5522571114811825,1439544.564296913,4462454,60,12.460635114597416,1,1,0,0.6823,1.0602,0.6261,1,0.9229,0,0,0.3226,1,0.0177,True,False,False,False,False,False,False,False,True
2,46,0.7367349230005276,4130445.0717894793,-0.3172659365654782,0.0593253923700011,3262,22,0.9039489319876094,1363745.65508617,1186579,24,9.239940856739638,2,0,0,0.6924,0.2873,0.8298,0,0.9499,1,0,1.1493,0,0.012,False,False,True,False,False,False,True,False,False
8,195,0.4625249851285236,3624833.631754588,0.1976835025337561,0.6933816488918126,2247,2,0.9197492385309576,848326.6552189118,468783,36,11.195895120222286,2,2,1,0.5637,0.1293,0.9488,1,0.9061,0,0,1.8096,1,0.0036,False,False,False,False,False,True,False,True,False
11,130,0.8030867710032772,4281644.698197531,0.4776677629335157,0.4724796218499305,4872,32,0.570335884618695,60898.27186523286,3265731,48,15.178873828719064,2,1,1,0.6821,0.7627,0.6074,1,0.997,0,0,0.0186,1,0.0159,False,False,False,False,False,True,True,False,False
13,56,0.6829779238167967,1966786.4191336976,-0.3202302022498061,0.9446168226329504,876,70,0.4612426921765218,55075.75313047265,4611979,24,13.802136513224749,0,2,1,0.4102,2.3449,0.3417,1,0.7956,1,0,0.0119,1,0.0977,False,True,False,False,False,False,False,True,False
17,145,0.6127468141219645,617582.8704027038,0.1538933884160128,0.7102249349203924,132,68,0.5231211682352197,1070285.566046777,364031,36,15.081017082640884,4,1,1,0.5195,0.5894,0.3838,1,0.5742,0,0,2.9401,1,0.0164,False,True,False,False,False,False,False,False,True
8,92,0.8668488187168197,4220148.311643947,0.4242898755244522,0.5161216484370937,110,89,0.5059410393514354,1680005.6688278138,3769233,24,19.41060052413739,1,2,1,0.6717,0.8932,0.2585,1,0.5529,0,0,0.4457,1,0.0372,False,True,False,False,False,False,False,False,True
18,82,0.4704466814296273,2515933.657652359,0.5863247086457958,0.7742348853873217,1411,16,0.5424612155710538,1201758.6060382195,166863,24,18.447737130426912,0,1,1,0.5327,0.0663,0.6823,1,0.8515,0,0,7.2021,1,0.0028,False,True,False,False,False,False,False,True,False
18,79,0.9182231794300262,680511.3610128625,0.3243274008140212,0.6843232861106684,3799,80,0.5407869413784492,876944.4185542978,1825932,12,16.14387254883211,0,0,1,0.6454,2.6832,0.3259,1,0.9678,0,0,0.4803,0,0.2236,False,False,False,False,True,False,True,False,False
14,150,0.6927341147566926,620796.9848009393,-0.1216656245367063,0.2693985598723884,3425,66,0.687903189340584,1765416.47863016,1704153,24,21.129733176040997,4,2,0,0.6233,2.7451,0.4773,1,0.9556,1,0,1.0359,1,0.1144,True,False,False,False,False,False,False,False,True
15,105,0.7264224155657607,838249.8503489689,0.2995703298454094,0.5272324473447648,2366,66,0.5917848284425388,402020.94356328825,1337959,60,21.78853054002924,3,0,0,0.6258,1.5961,0.4292,1,0.9122,0,0,0.3005,0,0.0266,False,True,False,False,False,False,False,False,True
6,27,0.91254127491826,3767317.635352174,0.3057667693076393,0.5503988523506638,3599,33,0.7358930505132664,725254.6143394443,1360095,48,17.657596448713278,3,1,0,0.7067,0.361,0.6846,1,0.9614,0,0,0.5332,1,0.0075,False,False,False,True,False,False,False,False,True
11,55,0.8723078814945351,3568740.5336580914,0.2999660121046174,0.456108528747023,1005,7,0.6064807746045049,1134965.8092225206,3629172,12,10.322350862973902,2,0,0,0.6868,1.0169,0.7644,1,0.8117,0,0,0.3127,0,0.0847,False,True,False,False,False,False,False,False,True
13,160,0.7210934481753302,1058902.466915172,0.4542604370931057,0.2112733605698257,3436,44,0.8888061579791623,590422.2436052883,4859686,24,14.795777776717845,0,0,0,0.77,4.5894,0.7,1,0.956,0,0,0.1215,0,0.1912,True,False,False,False,False,False,False,False,True
1,60,0.8272313926937218,4242270.919643486,-0.3126199374805091,0.2510321464920982,4484,59,0.9704754866702426,1995447.8389013628,3381715,12,18.334183943008423,4,1,1,0.6952,0.7971,0.6575,0,0.9872,1,0,0.5901,1,0.0664,False,True,False,False,False,False,False,True,False
6,109,0.6033236431630278,1442409.237864812,-0.2915801545845666,0.3029426608603654,4117,55,0.6423510720130149,910118.6247011377,546482,48,9.474190670753552,4,1,1,0.5551,0.3789,0.5156,1,0.9772,1,0,1.6654,1,0.0079,False,False,False,False,True,False,False,False,True
9,156,0.6831644274498223,3975278.63740899,0.240617124225558,0.0592296344403473,1398,69,0.4296811208719329,112927.2244488926,3373596,48,8.80855124926159,3,0,0,0.6651,0.8486,0.3315,1,0.8504,0,0,0.0335,0,0.0177,False,False,True,False,False,False,False,True,False
8,156,0.3434490956959578,2469589.2432879624,0.5538810960981878,0.8752495029525583,1876,21,0.5437469484207036,360406.00331731903,262341,12,23.19918335719703,4,1,0,0.4698,0.1062,0.6552,1,0.8849,0,0,1.3738,1,0.0089,False,False,True,False,False,False,False,False,True
11,120,0.3629005426000328,3671165.978565902,0.0658386389192459,0.667486392425131,1094,32,0.4611148985218251,1069636.9278666207,3257702,36,19.81600225268649,3,1,0,0.4275,0.8874,0.5528,1,0.8217,0,0,0.3283,1,0.0246,True,False,False,False,False,False,False,False,True
19,153,0.8805977829304323,1937868.9322141511,0.5605627016256751,0.6706555842060238,4986,49,0.606858345887744,1104611.8373743624,1046675,48,10.873171365326735,3,1,1,0.6855,0.5401,0.5312,1,0.9997,0,0,1.0554,1,0.0113,False,False,True,False,False,False,True,False,False
9,85,0.3417701589777476,1768345.955619141,0.5380852595161539,0.5650975524282091,4171,70,0.7870685405081017,1968447.091717442,2000578,60,15.399460290769774,0,0,1,0.5776,1.1313,0.5046,1,0.9787,0,0,0.9839,0,0.0189,False,False,True,False,False,False,False,True,False
17,86,0.418579387942825,4214730.014848695,0.5029097382343195,0.6703797273449532,3137,82,0.7113447453667063,1203933.1726682745,1516834,60,11.500137662915485,1,2,0,0.5592,0.3599,0.4001,1,0.9453,0,0,0.7937,1,0.006,False,False,False,True,False,False,True,False,False
12,117,0.857082861265309,224746.1598446448,0.5098509748640853,0.9336762948862728,4544,45,0.5457254068165831,1336588.367514843,146818,24,8.659423722242689,2,0,0,0.606,0.6533,0.5229,1,0.9888,0,0,9.1037,0,0.0272,True,False,False,False,False,False,True,False,False
14,154,0.3008021654397794,4874947.888924661,0.498318793327986,0.3966443038710439,3021,51,0.860355431585594,435308.3121690616,2221070,36,14.571243513476338,1,2,1,0.6077,0.4556,0.6468,1,0.9409,0,0,0.196,1,0.0127,True,False,False,False,False,False,False,True,False
15,108,0.497683030192105,3258488.8134135986,0.4198893835391821,0.6912730281889073,2535,73,0.4788884376278375,222661.11445373963,2890031,36,18.549963413709747,4,2,0,0.5198,0.8869,0.3339,1,0.9203,0,0,0.077,1,0.0246,False,False,True,False,False,False,False,False,True
16,75,0.7088270604786352,2190792.771587238,0.2949789586053303,0.3735761039397753,3320,86,0.5369175850748207,1207999.9162146945,1522764,24,23.288996741062736,1,2,0,0.6396,0.6951,0.2907,1,0.9519,0,0,0.7933,1,0.029,False,False,True,False,False,False,True,False,False
1,119,0.7168149520285076,3158869.9291946045,-0.3755918214073918,0.8188599188721434,3897,65,0.8056282903556049,1731111.1534401758,4587525,48,20.43243814397126,1,2,1,0.5061,1.4523,0.5417,0,0.9707,1,0,0.3774,1,0.0303,False,False,True,False,False,False,False,True,False
10,199,0.8440070357606315,657567.6849719649,-0.2677464078439475,0.8222257462010315,2569,20,0.5183406320133201,1178872.174062534,4613616,12,12.06714205788879,3,0,1,0.5023,7.0162,0.6481,1,0.9218,1,1,0.2555,0,0.5847,False,False,False,False,False,True,False,False,True
8,145,0.6541483781445192,2594559.6537030605,-0.2657679454685329,0.8620397828811365,1398,23,0.8072576295271536,891138.6041873946,4855109,36,13.71128425562296,0,0,1,0.4954,1.8713,0.7759,1,0.8504,1,0,0.1835,0,0.052,False,False,False,False,True,False,False,False,True
18,7,0.6565813086716792,4926222.840531998,-0.3764597157204101,0.0549169918176905,3097,47,0.98616481017769,1160631.216230042,2832055,36,16.568997937442543,4,0,1,0.6768,0.5749,0.732,1,0.9438,1,0,0.4098,0,0.016,False,True,False,False,False,False,False,True,False
1,184,0.8077174028784904,1214583.7173411988,-0.2832982315763633,0.3183723004964853,2750,12,0.8988119723176919,942855.4411865846,3691125,48,11.464730183842375,2,2,1,0.6659,3.039,0.8827,0,0.9298,1,0,0.2554,1,0.0633,False,False,False,False,True,False,False,False,True
2,192,0.6490371242863984,3625276.59022993,0.5197464335671063,0.1705319160814364,725,63,0.4960063242177543,292344.3362704811,4511825,12,21.410660269163703,3,0,0,0.6878,1.2445,0.398,0,0.7734,0,0,0.0648,0,0.1037,True,False,False,False,False,False,False,True,False
1,148,0.7259437605945318,2203108.3103669183,0.2638042869107859,0.4585875781011411,4331,4,0.7122990529019522,1484957.0062532742,3215222,60,11.103456149095798,2,0,0,0.6581,1.4594,0.8339,0,0.9831,0,0,0.4619,0,0.0243,False,False,False,True,False,False,True,False,False
1,166,0.9284418477785356,3279667.83501537,-0.0879269817045775,0.495904678411368,3602,17,0.6533929380594907,1070745.9452946982,4671499,36,12.994582196717644,0,2,0,0.6468,1.4244,0.7323,0,0.9615,0,0,0.2292,1,0.0396,False,True,False,False,False,False,True,False,False
9,75,0.5810157053286603,1064191.7820242886,0.3933600122366799,0.2803136385466899,4964,74,0.9950016479400382,804652.52335573,3039115,48,17.452810321895196,1,2,1,0.7262,2.8558,0.5864,1,0.9992,0,0,0.2648,1,0.0595,False,False,False,True,False,False,True,False,False
13,58,0.5695875496434555,2378801.663957132,0.0883694869548509,0.7011018428405633,3770,36,0.9786404210443496,1123680.6190635925,4552919,36,10.40997248773596,1,1,1,0.5896,1.914,0.7893,1,0.9669,0,0,0.2468,1,0.0532,False,False,False,False,False,True,False,True,False
1,16,0.3024842943053399,4901458.933603412,-0.2578729630841234,0.2927927454700724,3154,53,0.4762672316625429,490041.6393621364,2328033,60,18.181531592050654,0,1,1,0.4388,0.475,0.4437,0,0.9459,1,0,0.2105,1,0.0079,True,False,False,False,False,False,False,False,True
13,179,0.7293983830648623,1016671.3975292474,0.4845020812264926,0.8185022377550227,3885,31,0.9452385232098,861635.8537861602,437143,24,23.13549063386547,4,0,0,0.6668,0.43,0.8004,1,0.9704,0,0,1.9711,0,0.0179,False,False,False,False,False,True,False,False,True
7,27,0.3208403351849924,3200402.887851348,-0.0613380537635275,0.2098934313276081,4663,27,0.5160510028230753,1248665.949997419,4822277,48,19.218805990989004,3,0,1,0.4983,1.5068,0.608,1,0.9918,0,0,0.2589,0,0.0314,True,False,False,False,False,False,False,True,False
2,51,0.6529039428098213,2899208.856395637,0.2988592305298941,0.3805117652887552,4869,85,0.5916709010276495,460125.21159779176,842736,12,21.098161171039084,1,0,0,0.6329,0.2907,0.3236,0,0.9969,0,0,0.546,0,0.0242,False,False,False,True,False,False,False,True,False
6,75,0.8629636523225586,2847005.352137496,-0.1094058395003926,0.6100139825818746,294,44,0.6120447878385661,1500500.2184824843,3346152,24,15.296663068227744,0,0,0,0.5929,1.1753,0.5616,1,0.6677,1,0,0.4484,0,0.049,False,False,False,True,False,False,True,False,False
7,144,0.6849447493637641,3094860.2837755047,0.1000712506737999,0.5948015634169279,4023,27,0.572093227073093,1046811.7145946072,254429,12,14.162417371652442,3,2,0,0.566,0.0822,0.636,1,0.9745,0,0,4.1144,1,0.0069,False,False,False,True,False,False,False,False,True
14,87,0.4887453156516732,2536077.969756729,0.4162527115304154,0.1202262008046291,399,64,0.9119462759001576,1724796.3537328464,4318381,60,13.59334170545839,3,2,0,0.7174,1.7028,0.6004,1,0.7034,0,0,0.3994,1,0.0284,True,False,False,False,False,False,False,False,True
18,188,0.8503178950145598,133807.21377540712,-0.2432226535756323,0.8116327509718534,380,69,0.597959443525825,1696000.789615875,3632481,12,18.737210215618305,0,1,1,0.5259,27.1471,0.4156,1,0.6977,1,1,0.4669,1,2.2623,False,False,True,False,False,False,True,False,False
15,123,0.4888019028577771,4505479.216742434,0.5772513952392784,0.5882584400867976,4882,74,0.8900430514511147,994088.9170015472,3164041,36,16.537303029066564,1,2,1,0.6436,0.7023,0.5339,1,0.9972,0,0,0.3142,1,0.0195,False,False,False,True,False,False,True,False,False
2,76,0.8131222466621291,4143545.196045953,-0.3297840771392738,0.8328735938364515,2144,41,0.9966260899029744,398976.56515804975,3896509,60,15.820950985325734,4,2,1,0.5772,0.9404,0.7705,0,0.9006,1,0,0.1024,1,0.0157,False,False,False,False,False,True,False,True,False
10,40,0.7271809186331619,912130.0205595506,0.134008909740504,0.8308720204050817,1979,32,0.9044569226962274,1475917.1553540842,2051696,24,10.061564430796748,1,0,0,0.603,2.2493,0.7745,1,0.8912,0,0,0.7194,0,0.0937,False,True,False,False,False,False,False,True,False
12,67,0.4189974077236008,2095702.2280254017,0.516025519351948,0.541326821337528,2463,15,0.6076857558605754,843169.4900097585,4902584,36,18.937283887910677,1,1,0,0.5664,2.3394,0.7205,1,0.9169,0,0,0.172,1,0.065,True,False,False,False,False,False,False,True,False
